STATE,Pesticide Code,Pesticide Name,Average_Concentration
MI,B43,Thiamethoxam,0.019060849056603775
MI,B44,Zoxamide,0.0138
MI,B46,Clopyralid,27.306745098039215
MI,B48,Azoxystrobin,0.0851874479889043
MI,B52,Buprofezin,0.03938888888888889
MI,B53,Epoxiconazole,0.0099
MI,B56,Pyridaben,0.01242
MI,B57,Quinoxyfen,0.012035593220338984
MI,B58,Difenoconazole,0.036214920634920635
MI,B61,Pyraclostrobin,0.12426544741998695
MI,B63,Flutolanil,0.008571428571428572
MI,B64,Fenamidone,0.5178271028037383
MI,B68,Thiacloprid,0.01704322033898305
MI,B72,Tetraconazole,0.019128571428571425
MI,B73,Fenazaquin,0.04908
MI,B75,Boscalid,0.10525071736011478
MI,B77,Dimethomorph,0.3241850241545894
MI,B79,Trifloxystrobin,0.024845504087193458
MI,B80,Acetamiprid,0.04249370370370371
MI,B82,Bifenazate,0.09070625
MI,B84,Etoxazole,0.00972181818181818
MI,B85,Spirodiclofen,0.031059999999999997
MI,C90,Ethaboxam,0.01085
MI,F12,Pyriofenone,0.0224
MI,F53,Benzovindiflupyr,0.0049
MI,G03,Pydiflumetofen,0.026533333333333336
MN,024,Diazinon,59.0
MN,026,"2,4-D",30.54370476190476
MN,028,Dieldrin,0.0032199999999999998
MN,032,Diuron,21.16470588235294
MN,042,Azinphos methyl,45.0
MN,050,Lindane (BHC gamma),0.0033
MN,052,Malathion,50.0
MN,070,Piperonyl butoxide,0.0075
MN,108,Tetradifon,56.0
MN,143,Heptachlor epoxide,0.0013
MN,149,Simazine,1.303673469387755
MN,153,Bromacil,12.88
MN,155,Dicamba,52.5
MN,175,Ethoprop,27.0
MN,176,Tetrachlorvinphos,28.0
MN,180,Carbofuran,2.0
MN,200,EPTC,8.0
MN,216,Disulfoton sulfone,6.8
MN,227,Alachlor,42.0
MN,264,Propiconazole,14.361818181818181
MN,283,Metolachlor,13.59772727272727
MN,305,Atrazine,31.422420168067227
MN,318,MCPA,31.861756097560978
MN,321,Hexachlorobenzene (HCB),0.0043
MN,329,Picloram,37.0
MN,333,Propazine,7.666666666666667
MN,607,Metalaxyl/Mefenoxam,5.0
MN,675,Propachlor,1.07
MN,731,Triclopyr,11.30952380952381
MN,753,Imazamethabenz methyl,0.6799999999999999
MN,758,Bentazon,8.89655172413793
MN,780,Tebuthiuron,0.35
MN,784,Desethyl-desisopropyl atrazine,174.0
MN,785,Desisopropyl atrazine,8.034765957446808
MN,807,Acetochlor,80.47142857142858
MN,902,Endosulfan sulfate,0.0302
MN,906,"DDT p,p'",0.0089
MN,910,"DDE p,p'",0.18586666666666665
MN,930,Bifenthrin,18.0016
MN,942,Prometon,1.3777142857142857
MN,964,Desethyl atrazine,22.944788177339902
MN,967,Imidacloprid,10.3
MN,A30,Fenbuconazole,57.0
MN,A58,Tebuconazole,11.316
MN,ABN,Acetochlor ethanesulfonic acid (ESA),54.649557046979865
MN,ABO,Acetochlor oxanilic acid (OA),58.83827906976744
MN,ABP,Alachlor ethanesulfonic acid (ESA),49.98403361344538
MN,ABQ,Alachlor oxanilic acid (OA),4.220350877192982
MN,ACA,Imazamox,4.598
MN,ACB,Imazapyr,3.2681818181818185
MN,ACD,Imazethapyr,3.3647567567567567
MN,ACG,Metolachlor ethanesulfonic acid (ESA),64.36466666666666
MN,ACH,Metolachlor oxanilic acid (OA),31.530357142857145
MN,ACM,Nicosulfuron,13.651515151515152
MN,ACP,Sulfometuron methyl,6.633333333333333
MN,ACZ,Imazapic,1.5
MN,AEB,Dimethenamid/Dimethenamid P,18.261290322580646
MN,AED,Hydroxy atrazine,21.59572192513369
MN,AEE,Imazamethabenz acid,1.625
MN,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.0019
MN,AEY,Dimethenamid oxanilic acid (OA),5.448412698412699
MN,B46,Clopyralid,31.29763779527559
MN,B53,Epoxiconazole,11.5
MN,B72,Tetraconazole,8.722916666666666
MO,024,Diazinon,0.012606060606060605
MO,026,"2,4-D",24.356142857142856
MO,028,Dieldrin,0.004148148148148148
MO,032,Diuron,4.278571428571429
MO,042,Azinphos methyl,0.022000000000000002
MO,050,Lindane (BHC gamma),0.013666666666666667
MO,052,Malathion,0.24952141364902505
MO,055,Methoxychlor Total,0.0416578947368421
MO,057,Parathion methyl,0.0205
MO,065,Parathion ethyl,0.022
MO,070,Piperonyl butoxide,0.013015151515151514
MO,087,DDD (TDE),0.008
MO,102,Carbaryl,5.193564705882354
MO,117,Disulfoton,0.005
MO,143,Heptachlor epoxide,0.008
MO,148,Phorate,0.013
MO,149,Simazine,146.47764705882352
MO,151,Trifluralin,0.019043478260869565
MO,153,Bromacil,6.7823529411764705
MO,156,Ametryn,0.011
MO,157,Thiabendazole,0.014714285714285716
MO,160,Chlorpyrifos,0.007253729838709678
MO,175,Ethoprop,0.003
MO,180,Carbofuran,0.033
MO,185,Metribuzin DA,37.8
MO,189,Phorate sulfone,0.008
MO,195,Methiocarb,0.0119
MO,208,Malathion oxygen analog,0.0225
MO,210,Carboxin,0.0017499999999999998
MO,216,Disulfoton sulfone,0.025
MO,227,Alachlor,8.340666666666667
MO,228,Cyanazine,0.0055
MO,230,Pendimethalin,0.023
MO,235,Chlorpyrifos methyl,0.10601175482787574
MO,249,Prometryn,0.4797872340425532
MO,275,"Methoxychlor p,p'",0.01159550561797753
MO,283,Metolachlor,154.30028220858895
MO,299,Diclofop methyl,0.0095
MO,305,Atrazine,327.6415633802817
MO,318,MCPA,5.016666666666667
MO,333,Propazine,5.105617977528089
MO,341,Propanil,0.008
MO,539,Permethrin Total,0.021910714285714287
MO,562,Pirimiphos methyl,0.015355263157894738
MO,597,Cypermethrin,0.011000000000000001
MO,604,Imazalil,0.014
MO,607,Metalaxyl/Mefenoxam,7.139283582089552
MO,612,Deltamethrin  (includes parent Tralomethrin),0.011422916666666666
MO,636,Propetamphos,0.002
MO,653,Glyphosate,0.9772061068702291
MO,717,Chlorimuron ethyl,40.440625
MO,720,Norflurazon desmethyl,0.01
MO,731,Triclopyr,2.9157894736842107
MO,736,Fluridone,0.0012
MO,745,Fenamiphos sulfone,0.047
MO,750,Quizalofop ethyl,0.0022500000000000003
MO,758,Bentazon,1.274923076923077
MO,780,Tebuthiuron,1.5521621621621622
MO,781,Cyfluthrin,0.16083870967741934
MO,784,Desethyl-desisopropyl atrazine,51.3235294117647
MO,785,Desisopropyl atrazine,171.33095238095237
MO,807,Acetochlor,89.77420000000001
MO,904,BHC beta,0.007
MO,908,"DDD p,p'",0.0030000000000000005
MO,910,"DDE p,p'",0.0023666666666666667
MO,942,Prometon,6.763636363636364
MO,957,Aminomethylphosphonic acid (AMPA),1.7156788079470198
MO,964,Desethyl atrazine,321.27785714285716
MO,967,Imidacloprid,7.0
MO,A25,Dichlorprop,1.22
MO,A42,Mecoprop (MCPP),3.39
MO,A54,RH 9129 (fenbuconazole metab.),0.026250000000000002
MO,A82,Fipronil,0.58
MO,AAY,Sulfentrazone,0.025
MO,ABN,Acetochlor ethanesulfonic acid (ESA),161.93719512195122
MO,ABO,Acetochlor oxanilic acid (OA),335.54491017964074
MO,ABP,Alachlor ethanesulfonic acid (ESA),17.741044776119406
MO,ABQ,Alachlor oxanilic acid (OA),10.21842105263158
MO,ACB,Imazapyr,2.1097560975609757
MO,ACD,Imazethapyr,3.7666666666666666
MO,ACG,Metolachlor ethanesulfonic acid (ESA),343.9011627906977
MO,ACH,Metolachlor oxanilic acid (OA),448.1220930232558
MO,ACI,Metsulfuron methyl,3.2241379310344827
MO,ACV,Methoprene,0.1287727272727273
MO,ACZ,Imazapic,5.369565217391305
MO,ADD,Dimethenamid,0.3102307692307692
MO,ADR,Triticonazole,140.0
MO,AEB,Dimethenamid/Dimethenamid P,29.33514285714286
MO,AEC,Hydroprene,0.035
MO,AED,Hydroxy atrazine,596.6867469879518
MO,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.007366666666666666
MO,AEM,"Cyhalothrin, Lambda",0.003
MO,AEN,"Cyhalothrin, Lambda epimer R157836",0.011
MO,AEP,Clothianidin,13.272727272727273
MO,AES,Methoxyfenozide,0.024933333333333335
MO,AEY,Dimethenamid oxanilic acid (OA),19.942537313432837
MO,AHX,Metconazole,0.0074
MO,AJD,Isoxaflutole degradate,51.0
MO,B30,Flufenacet,0.059
MO,B43,Thiamethoxam,10.2
MO,B48,Azoxystrobin,1.0198616438356165
MO,B58,Difenoconazole,0.007
MO,B61,Pyraclostrobin,0.002246153846153846
MO,B72,Tetraconazole,0.0083
MO,B75,Boscalid,0.0023666666666666667
MO,B79,Trifloxystrobin,0.00225
MS,028,Dieldrin,0.0048
MS,058,MGK-264,0.06582
MS,070,Piperonyl butoxide,0.06512
MS,075,Pyrethrins,0.1
MS,758,Bentazon,4.35
MS,910,"DDE p,p'",0.003277777777777778
MS,ACG,Metolachlor ethanesulfonic acid (ESA),5.0
MS,ACH,Metolachlor oxanilic acid (OA),5.0
MT,026,"2,4-D",7.153757142857143
MT,032,Diuron,5.799999999999999
MT,180,Carbofuran,2.2375
MT,216,Disulfoton sulfone,6.8
MT,249,Prometryn,0.28
MT,264,Propiconazole,5.7
MT,283,Metolachlor,4.366666666666666
MT,305,Atrazine,1.593732142857143
MT,318,MCPA,3.7060975609756093
MT,329,Picloram,36.94714285714286
MT,701,Fluometuron,7.0
MT,731,Triclopyr,5.192125984251969
MT,758,Bentazon,1.2284732824427482
MT,780,Tebuthiuron,2.778217054263566
MT,942,Prometon,1.2256481481481483
MT,964,Desethyl atrazine,0.8666857142857143
MT,967,Imidacloprid,10.323
MT,A22,Cyproconazole,2.7
MT,ABN,Acetochlor ethanesulfonic acid (ESA),2.7
MT,ABP,Alachlor ethanesulfonic acid (ESA),3.2377358490566035
MT,ACB,Imazapyr,2.0
MT,ACG,Metolachlor ethanesulfonic acid (ESA),5.623635135135135
MT,ACH,Metolachlor oxanilic acid (OA),5.3027999999999995
MT,AEB,Dimethenamid/Dimethenamid P,5.451428571428572
MT,AED,Hydroxy atrazine,2.0606060606060606
MT,AEE,Imazamethabenz acid,1.0
MT,AEY,Dimethenamid oxanilic acid (OA),1.567741935483871
MT,B46,Clopyralid,12.947727272727272
MT,B53,Epoxiconazole,11.5
MT,B72,Tetraconazole,5.755555555555556
NC,011,Captan,0.14134545454545455
NC,022,DDT,0.0144
NC,024,Diazinon,0.04225
NC,026,"2,4-D",28.897164420485176
NC,028,Dieldrin,0.012920000000000001
NC,031,Dinoseb,104.0
NC,032,Diuron,7.638541666666666
NC,042,Azinphos methyl,0.07540000000000001
NC,044,Heptachlor,0.0027
NC,047,Dicofol Total,0.5203333333333333
NC,050,Lindane (BHC gamma),27.6745
NC,052,Malathion,0.013133333333333334
NC,055,Methoxychlor Total,0.13142857142857142
NC,057,Parathion methyl,0.052617647058823526
NC,058,MGK-264,0.014825
NC,061,Neburon,100.0
NC,065,Parathion ethyl,0.005
NC,069,Mevinphos Total,0.012857142857142857
NC,070,Piperonyl butoxide,0.05876595744680851
NC,083,O-Phenylphenol,0.08835692307692307
NC,102,Carbaryl,3.27115
NC,107,Ethion,0.0124
NC,114,Chlorpropham,2.1424128205128206
NC,115,Endosulfans Total,0.07161111111111111
NC,117,Disulfoton,0.11
NC,125,Diphenylamine (DPA),0.5508184210526316
NC,126,Folpet,0.047
NC,129,Linuron,0.0853125
NC,134,DCPA,0.013096000000000002
NC,144,Dicloran,0.7629298245614036
NC,149,Simazine,17.828761904761905
NC,151,Trifluralin,0.04834047619047619
NC,153,Bromacil,19.685714285714287
NC,157,Thiabendazole,0.40921298245614035
NC,159,Methomyl,0.17544150943396228
NC,160,Chlorpyrifos,0.02143695652173913
NC,164,Chlorothalonil,0.07518627450980392
NC,165,Phosmet,0.06528571428571428
NC,166,Phosalone,0.01
NC,168,Aldicarb sulfone,55.0065
NC,169,Aldicarb sulfoxide,0.0395
NC,170,Methamidophos,0.09183205128205128
NC,171,Dimethoate,1.3866081967213115
NC,172,Chlordane trans,0.0191
NC,173,Chlordane cis,0.0021
NC,178,Omethoate,0.12990285714285715
NC,180,Carbofuran,7.2024
NC,181,Metribuzin,0.025333333333333336
NC,192,Benomyl,0.2582424242424243
NC,200,EPTC,28.0
NC,203,Phosphamidon,0.13
NC,204,Acephate,0.20717916666666666
NC,208,Malathion oxygen analog,0.002
NC,209,Dicrotophos,1.7714285714285716
NC,216,Disulfoton sulfone,6.3
NC,219,Oxydemeton methyl,0.012499999999999999
NC,222,Permethrin cis,0.01887142857142857
NC,223,Permethrin trans,0.0159775
NC,224,Profenofos,0.00245
NC,227,Alachlor,109.32900000000001
NC,230,Pendimethalin,0.004183333333333333
NC,235,Chlorpyrifos methyl,0.023522222222222222
NC,249,Prometryn,2.6745736434108527
NC,254,"Dicofol p,p'",0.024
NC,255,Cyromazine,0.0088
NC,264,Propiconazole,0.031055102040816327
NC,283,Metolachlor,15.16963957783641
NC,300,DDE,0.020985915492957745
NC,304,Quintozene (PCNB),0.006333333333333333
NC,305,Atrazine,36.8507125
NC,318,MCPA,3.0300000000000002
NC,321,Hexachlorobenzene (HCB),0.0018
NC,329,Picloram,84.0
NC,333,Propazine,1.4443037974683544
NC,338,Dichlorvos (DDVP),0.013000000000000003
NC,341,Propanil,170.0
NC,351,Pentachloroaniline (PCA),0.0036333333333333335
NC,382,1-Naphthol,0.54
NC,512,3-Hydroxycarbofuran,0.002
NC,529,Vinclozolin,0.14125
NC,537,Oxamyl,0.039214285714285715
NC,539,Permethrin Total,1.28259
NC,596,Norflurazon,49.996
NC,597,Cypermethrin,0.7370702127659574
NC,604,Imazalil,0.11009428571428571
NC,607,Metalaxyl/Mefenoxam,5.971565254237287
NC,611,Thiophanate methyl,0.006999999999999999
NC,612,Deltamethrin  (includes parent Tralomethrin),0.032077499999999995
NC,623,Propargite,0.4137959183673469
NC,624,Tetrahydrophthalimide (THPI),0.10547676767676767
NC,626,Iprodione,0.44786875000000004
NC,639,Fenbutatin oxide,0.07177777777777777
NC,651,Diflubenzuron,0.0038045454545454545
NC,666,Carbendazim (MBC),0.016490625
NC,675,Propachlor,2.1
NC,679,Myclobutanil,0.1011974358974359
NC,701,Fluometuron,44.81015789473685
NC,713,Oxyfluorfen,0.0017
NC,714,Esfenvalerate,0.0053
NC,717,Chlorimuron ethyl,9.5
NC,723,Formetanate hydrochloride,0.31358823529411767
NC,726,Thiobencarb,190.0
NC,731,Triclopyr,15.8125
NC,736,Fluridone,0.00155
NC,740,Bensulide oxygen analog,0.003
NC,753,Imazamethabenz methyl,8.55
NC,758,Bentazon,2.3705020920502093
NC,780,Tebuthiuron,0.9136734693877551
NC,781,Cyfluthrin,0.3262035714285714
NC,785,Desisopropyl atrazine,6.431425531914893
NC,791,Phenmedipham,0.02426666666666667
NC,804,Tricyclazole,0.002
NC,808,Fenpropathrin,0.03997962962962963
NC,900,Endosulfan I,0.00596
NC,901,Endosulfan II,0.005425
NC,902,Endosulfan sulfate,0.1740818181818182
NC,906,"DDT p,p'",0.0115
NC,910,"DDE p,p'",0.004181159420289854
NC,930,Bifenthrin,0.05991796116504854
NC,942,Prometon,8.654190064794816
NC,964,Desethyl atrazine,6.559663594470045
NC,967,Imidacloprid,0.7537113636363636
NC,A25,Dichlorprop,2.8714285714285714
NC,A30,Fenbuconazole,0.0195
NC,A42,Mecoprop (MCPP),3.3979545454545454
NC,A47,Oxamyl oxime,0.034583333333333334
NC,A58,Tebuconazole,5.7456
NC,A61,Triflumizole,0.01015
NC,A82,Fipronil,0.6833333333333332
NC,ABB,Spinosad,0.043576000000000004
NC,ABC,Spinosad A,0.008875000000000001
NC,ABD,Spinosad D,0.0025
NC,ABF,Pymetrozine,0.033
NC,ABG,Tebufenozide,0.0026
NC,ABN,Acetochlor ethanesulfonic acid (ESA),4.943873015873016
NC,ABO,Acetochlor oxanilic acid (OA),3.3824752475247526
NC,ABP,Alachlor ethanesulfonic acid (ESA),17.825974025974027
NC,ABQ,Alachlor oxanilic acid (OA),3.9806970954356844
NC,ACB,Imazapyr,9.274193548387096
NC,ACD,Imazethapyr,7.0
NC,ACG,Metolachlor ethanesulfonic acid (ESA),110.37992378752887
NC,ACH,Metolachlor oxanilic acid (OA),25.736895027624307
NC,ACI,Metsulfuron methyl,3.0142857142857147
NC,ACM,Nicosulfuron,11.0
NC,ACP,Sulfometuron methyl,7.309459459459459
NC,ACT,Siduron,11.275
NC,ACV,Methoprene,0.025000000000000005
NC,ACZ,Imazapic,2.179411764705882
NC,ADE,Esfenvalerate+Fenvalerate Total,0.038755
NC,ADG,Indoxacarb,0.19355555555555556
NC,ADX,Triazole acetic acid (TAA),50.0
NC,AEB,Dimethenamid/Dimethenamid P,2.8505000000000003
NC,AED,Hydroxy atrazine,24.6111327014218
NC,AEE,Imazamethabenz acid,2.1
NC,AEF,Thifensulfuron,6.9
NC,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.018573214285714287
NC,AEM,"Cyhalothrin, Lambda",0.0023
NC,AEP,Clothianidin,0.009354347826086956
NC,AES,Methoxyfenozide,0.10046084337349398
NC,AEW,Famoxadone,0.009566666666666666
NC,AEY,Dimethenamid oxanilic acid (OA),1.0495
NC,AFM,Flutriafol,0.09991515151515151
NC,AFO,Dinotefuran,0.03403529411764706
NC,AFS,Fenpyroximate,0.040832
NC,AFU,Propamocarb hydrochloride,0.18187499999999998
NC,AFX,Novaluron,0.020366666666666665
NC,AFY,Diflufenzopyr,0.057
NC,AGG,Flonicamid,0.0803475
NC,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.007923076923076923
NC,AGT,Spiromesifen,0.010233333333333332
NC,AGW,Chlorantraniliprole,0.8280237288135593
NC,AGX,Mandipropamid,0.13066
NC,AGY,Spinetoram,0.010561818181818181
NC,AHF,Imidacloprid urea,0.0043
NC,AHM,Spirotetramat,0.013452941176470588
NC,AHS,Flubendiamide,0.08866944444444444
NC,AHT,Fluopicolide,0.05246296296296297
NC,AKC,Ametoctradin,0.02954
NC,AKD,Penthiopyrad,0.07751935483870968
NC,AKG,Fluopyram,0.018346153846153845
NC,AKU,Cyflufenamid,0.0068
NC,AKW,Fluxapyroxad,0.044684
NC,ALG,Thymol,0.023
NC,ANC,Tolfenpyrad,1.3953333333333333
NC,AND,Propamocarb,0.078775
NC,ANE,Flupyradifurone,0.24128076923076922
NC,AOG,Imidacloprid desnitro,0.0015249999999999999
NC,B10,Hexythiazox,0.008933333333333333
NC,B13,Chlorfenapyr,0.02638333333333333
NC,B16,Pyrimethanil,0.0803970588235294
NC,B22,Cyprodinil,0.03411369863013699
NC,B23,Fludioxonil,0.5456333333333334
NC,B24,Pyriproxyfen,0.00686
NC,B28,5-Hydroxythiabendazole,0.0047
NC,B41,Fenhexamid,0.0345
NC,B42,Kresoxim-methyl,0.00795
NC,B43,Thiamethoxam,0.01093157894736842
NC,B46,Clopyralid,27.49806818181818
NC,B48,Azoxystrobin,2.1394054830287206
NC,B52,Buprofezin,0.009224324324324323
NC,B56,Pyridaben,0.002
NC,B57,Quinoxyfen,0.005994444444444445
NC,B58,Difenoconazole,0.11614363636363637
NC,B61,Pyraclostrobin,0.06868396226415094
NC,B64,Fenamidone,0.15660714285714286
NC,B68,Thiacloprid,0.012857142857142857
NC,B72,Tetraconazole,0.441915625
NC,B73,Fenazaquin,0.0064
NC,B75,Boscalid,0.03054191176470588
NC,B77,Dimethomorph,0.043135294117647056
NC,B79,Trifloxystrobin,0.005979545454545454
NC,B80,Acetamiprid,0.017905084745762714
NC,B82,Bifenazate,0.005
NC,B84,Etoxazole,0.013566666666666666
NC,B85,Spirodiclofen,0.04613636363636364
NC,G03,Pydiflumetofen,0.00925
ND,026,"2,4-D",21.391494252873564
ND,031,Dinoseb,0.58
ND,032,Diuron,5.645945945945946
ND,042,Azinphos methyl,17.0
ND,102,Carbaryl,38.0
ND,129,Linuron,7.5
ND,149,Simazine,1.9528571428571428
ND,153,Bromacil,5.5
ND,180,Carbofuran,3.9
ND,208,Malathion oxygen analog,1.2
ND,216,Disulfoton sulfone,6.8
ND,222,Permethrin cis,68.0
ND,227,Alachlor,13.0
ND,264,Propiconazole,7.37
ND,283,Metolachlor,12.956578947368422
ND,305,Atrazine,28.378400000000003
ND,317,"2,4-DB",23.0
ND,318,MCPA,5.53875
ND,324,Dichlobenil,25.0
ND,329,Picloram,17.0
ND,333,Propazine,1.2
ND,607,Metalaxyl/Mefenoxam,3.152272727272727
ND,666,Carbendazim (MBC),5.0
ND,675,Propachlor,1.07
ND,729,Bromoxynil,65.0
ND,731,Triclopyr,5.841111111111112
ND,753,Imazamethabenz methyl,1.6640000000000001
ND,758,Bentazon,4.600813008130081
ND,780,Tebuthiuron,0.3622307692307692
ND,785,Desisopropyl atrazine,6.407920792079208
ND,807,Acetochlor,73.30967741935484
ND,930,Bifenthrin,5.3
ND,942,Prometon,1.777004048582996
ND,945,Ethofumesate,11.333333333333334
ND,963,Terbufos sulfone,2.7
ND,964,Desethyl atrazine,11.178127659574468
ND,A22,Cyproconazole,2.7
ND,A42,Mecoprop (MCPP),2.656285714285714
ND,A58,Tebuconazole,4.703174603174603
ND,ABN,Acetochlor ethanesulfonic acid (ESA),28.78116883116883
ND,ABO,Acetochlor oxanilic acid (OA),29.857499999999998
ND,ABP,Alachlor ethanesulfonic acid (ESA),9.939884393063583
ND,ABQ,Alachlor oxanilic acid (OA),1.6389473684210525
ND,ACA,Imazamox,2.8
ND,ACB,Imazapyr,2.4575757575757575
ND,ACD,Imazethapyr,2.805357142857143
ND,ACG,Metolachlor ethanesulfonic acid (ESA),15.453639846743295
ND,ACH,Metolachlor oxanilic acid (OA),6.745833333333334
ND,ACM,Nicosulfuron,7.082352941176471
ND,ACP,Sulfometuron methyl,5.091923076923077
ND,ACZ,Imazapic,1.5
ND,ADR,Triticonazole,7.8
ND,AEB,Dimethenamid/Dimethenamid P,17.89846153846154
ND,AED,Hydroxy atrazine,16.345357142857143
ND,AEE,Imazamethabenz acid,1.8875
ND,AEP,Clothianidin,16.75
ND,AEY,Dimethenamid oxanilic acid (OA),1.491358024691358
ND,AHK,Pyrasulfotole,4.7
ND,AJB,Tembotrione,13.6
ND,B43,Thiamethoxam,10.2
ND,B46,Clopyralid,12.26125
ND,B48,Azoxystrobin,6.415463917525773
ND,B53,Epoxiconazole,33.0
ND,B58,Difenoconazole,5.3
ND,B72,Tetraconazole,4.676271186440678
NE,026,"2,4-D",40.555193548387095
NE,028,Dieldrin,0.002736
NE,032,Diuron,47.675
NE,050,Lindane (BHC gamma),0.0033
NE,070,Piperonyl butoxide,0.0075
NE,143,Heptachlor epoxide,0.0013
NE,149,Simazine,50.0
NE,153,Bromacil,50.2
NE,155,Dicamba,16.5
NE,283,Metolachlor,197.67381818181818
NE,305,Atrazine,88.1291338582677
NE,318,MCPA,1.5
NE,329,Picloram,20.8
NE,539,Permethrin Total,0.0122
NE,717,Chlorimuron ethyl,10.0
NE,731,Triclopyr,2.664
NE,758,Bentazon,0.5264285714285715
NE,780,Tebuthiuron,114.525
NE,784,Desethyl-desisopropyl atrazine,221.15178571428572
NE,785,Desisopropyl atrazine,89.00466666666667
NE,807,Acetochlor,24.370967741935484
NE,902,Endosulfan sulfate,0.00245
NE,910,"DDE p,p'",0.0044225806451612905
NE,942,Prometon,2.445
NE,964,Desethyl atrazine,147.71703703703704
NE,ABN,Acetochlor ethanesulfonic acid (ESA),95.25853658536585
NE,ABO,Acetochlor oxanilic acid (OA),59.440000000000005
NE,ABP,Alachlor ethanesulfonic acid (ESA),315.5678899082569
NE,ABQ,Alachlor oxanilic acid (OA),93.83
NE,ACB,Imazapyr,79.29196078431373
NE,ACC,Imazaquin,4.916
NE,ACD,Imazethapyr,2.473333333333333
NE,ACG,Metolachlor ethanesulfonic acid (ESA),1547.495945945946
NE,ACH,Metolachlor oxanilic acid (OA),214.13591428571428
NE,AED,Hydroxy atrazine,32.93257777777778
NE,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.00736
NE,AEY,Dimethenamid oxanilic acid (OA),10.192499999999999
NE,AFB,Dimethenamid ethanesulfonic acid (ESA),45.28916666666667
NE,B46,Clopyralid,20.8
NH,032,Diuron,134.0
NH,162,Propoxur,5.0
NH,305,Atrazine,203.55
NH,596,Norflurazon,10.0
NH,785,Desisopropyl atrazine,83.0
NH,964,Desethyl atrazine,31.2
NH,967,Imidacloprid,124.0
NH,ABP,Alachlor ethanesulfonic acid (ESA),119.5
NH,ABQ,Alachlor oxanilic acid (OA),17.0
NH,ACB,Imazapyr,882.0
NH,ACG,Metolachlor ethanesulfonic acid (ESA),38.68333333333333
NH,ACH,Metolachlor oxanilic acid (OA),79.3
NH,ACP,Sulfometuron methyl,35.0
NH,ACT,Siduron,3.0
NH,AED,Hydroxy atrazine,21.15
NJ,026,"2,4-D",33.20986666666666
NJ,032,Diuron,8.387179487179488
NJ,102,Carbaryl,2.48
NJ,149,Simazine,16.351333333333333
NJ,152,Terbacil,1.18
NJ,153,Bromacil,2.0
NJ,208,Malathion oxygen analog,1.8
NJ,264,Propiconazole,5.7
NJ,283,Metolachlor,9.030952380952382
NJ,305,Atrazine,19.989908256880735
NJ,318,MCPA,9.697058823529412
NJ,333,Propazine,1.38
NJ,607,Metalaxyl/Mefenoxam,6.0588235294117645
NJ,633,Hexazinone,1.1928571428571428
NJ,679,Myclobutanil,8.35
NJ,731,Triclopyr,6.642857142857143
NJ,758,Bentazon,2.5664102564102564
NJ,780,Tebuthiuron,0.43970588235294117
NJ,785,Desisopropyl atrazine,6.3625
NJ,807,Acetochlor,29.2
NJ,848,Phenothrin,45.0
NJ,942,Prometon,1.6847169811320757
NJ,963,Terbufos sulfone,2.7
NJ,964,Desethyl atrazine,5.067328244274809
NJ,967,Imidacloprid,6.875
NJ,A25,Dichlorprop,1.22
NJ,A42,Mecoprop (MCPP),14.427555555555555
NJ,A82,Fipronil,0.58
NJ,ABN,Acetochlor ethanesulfonic acid (ESA),9.546153846153846
NJ,ABO,Acetochlor oxanilic acid (OA),4.281818181818182
NJ,ABP,Alachlor ethanesulfonic acid (ESA),10.00576923076923
NJ,ABQ,Alachlor oxanilic acid (OA),1.3566666666666667
NJ,ACB,Imazapyr,9.237037037037037
NJ,ACD,Imazethapyr,4.3
NJ,ACG,Metolachlor ethanesulfonic acid (ESA),41.50086206896552
NJ,ACH,Metolachlor oxanilic acid (OA),6.7178571428571425
NJ,ACI,Metsulfuron methyl,2.5
NJ,ACP,Sulfometuron methyl,3.0961111111111115
NJ,ACT,Siduron,5.833333333333333
NJ,ACZ,Imazapic,1.5
NJ,AEB,Dimethenamid/Dimethenamid P,4.814
NJ,AED,Hydroxy atrazine,9.931964285714287
NJ,AEE,Imazamethabenz acid,1.0
NJ,AEY,Dimethenamid oxanilic acid (OA),1.4666666666666668
NJ,AFO,Dinotefuran,12.5
NJ,B43,Thiamethoxam,10.2
NJ,B48,Azoxystrobin,2.540625
NJ,B72,Tetraconazole,2.0
NY,001,Aldrin,0.003
NY,002,Allethrin,0.018
NY,011,Captan,0.4464050420168067
NY,022,DDT,0.010102272727272727
NY,024,Diazinon,0.268024
NY,026,"2,4-D",7.70832044198895
NY,028,Dieldrin,0.01419546279491833
NY,031,Dinoseb,0.999375
NY,032,Diuron,0.045325000000000004
NY,034,Endrin,0.0068449999999999995
NY,042,Azinphos methyl,0.050997242380261244
NY,047,Dicofol Total,0.26266666666666666
NY,050,Lindane (BHC gamma),0.004
NY,052,Malathion,0.05925056910569106
NY,055,Methoxychlor Total,0.13643589743589743
NY,057,Parathion methyl,0.017787387387387388
NY,058,MGK-264,0.038031147540983606
NY,065,Parathion ethyl,0.027604166666666666
